,0,1,ano,periodo,grupo,consulta,Fonte de Recurso,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
890,,,2015,Consolidado,Estado,Fonte de Recurso,02850000 - Outras Fontes,62540000.00,62540000.00,26391404.80,26128845.48,25938760.55,8845585.47,0.00
891,,,2015,Consolidado,Estado,Fonte de Recurso,02950000 - Transferências de Entidades Internacionais,15000.00,15000.00,0.00,0.00,0.00,0.00,0.00
892,,,2015,Consolidado,Estado,Fonte de Recurso,02960000 - Doações de Pessoas ou Instituições Privadas Nacionais,1050000.00,1050000.00,7110.00,7110.00,7110.00,0.00,2337.00
893,,,2015,Consolidado,Estado,Fonte de Recurso,02970000 - Doação p/ Programa Social de Desenv Humano,0.00,1004010.39,952322.82,952322.82,952322.82,0.00,0.00
894,,,2015,Consolidado,Estado,Fonte de Recurso,03000000 - Recursos Ordinários,0.00,135812427.85,127403030.77,115052922.17,113805321.90,4320255.19,3004871.36
895,,,2015,Consolidado,Estado,Fonte de Recurso,03150000 - Alienação de Bens,0.00,736181.17,210782.93,204113.69,204113.69,9420.00,0.00
896,,,2015,Consolidado,Estado,Fonte de Recurso,03160000 - Contribuição para o Desenvolvimento do Ensino Superior,0.00,203.60,203.60,203.60,203.60,2543577.82,0.00
897,,,2015,Consolidado,Estado,Fonte de Recurso,"03170000 - Contribuição para Infraestrutura Básica, Econômica e Social",0.00,206026.67,101626.65,54786.65,54786.65,36000.00,0.00
898,,,2015,Consolidado,Estado,Fonte de Recurso,03210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal,0.00,7387066.62,6966680.30,6966680.30,6965167.16,1098692.09,286307.22
899,,,2015,Consolidado,Estado,Fonte de Recurso,03270000 - Cotaparte da Contribuição do Salário-Educação,0.00,1980941.10,1979672.64,1953488.64,1929291.22,33587.47,4628.59
900,,,2015,Consolidado,Estado,Fonte de Recurso,03300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico,0.00,3749058.92,3749058.92,3749058.92,3749058.92,0.00,0.00
901,,,2015,Consolidado,Estado,Fonte de Recurso,03400000 - Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais,0.00,2000000.00,1976599.79,1976599.79,1976599.79,327230.04,704283.49
902,,,2015,Consolidado,Estado,Fonte de Recurso,03450000 - Recursos do Royalties sobre o Petróleo,0.00,26168960.06,24086285.14,23948634.54,23948634.54,4037616.10,11820.00
903,,,2015,Consolidado,Estado,Fonte de Recurso,03460000 - Recursos do FUNDEB,0.00,8587000.03,8586812.95,8528350.20,7894932.25,0.00,125.51
904,,,2015,Consolidado,Estado,Fonte de Recurso,03500000 - Outras Transferências de Recursos Federais,0.00,1075322.75,464544.72,410839.45,360478.80,3697586.35,6720.00
905,,,2015,Consolidado,Estado,Fonte de Recurso,03550000 - Recursos de Transferência Financeira LC 87/96,0.00,475995.20,461333.35,452192.20,375382.53,171293.51,0.00
906,,,2015,Consolidado,Estado,Fonte de Recurso,03600000 - Recursos do FTI,0.00,18899061.09,12690295.35,12531368.40,12393987.05,4524679.94,67993.46
907,,,2015,Consolidado,Estado,Fonte de Recurso,03700000 - Recursos do FMPES,0.00,1752454.70,1742506.53,1740906.53,1740906.53,0.00,0.00
908,,,2015,Consolidado,Estado,Fonte de Recurso,04010000 - Recursos Diretamente Arrecadados,0.00,80305758.60,52709175.21,48673281.81,48570858.59,2984688.60,33765.04
909,,,2015,Consolidado,Estado,Fonte de Recurso,04100000 - Acordos - Pepsi-Cola,0.00,0.00,0.00,0.00,0.00,26388.00,0.00
910,,,2015,Consolidado,Estado,Fonte de Recurso,04110000 - Acordos - Recofarma,0.00,1797509.55,725392.73,582882.32,25494.00,0.00,0.00
911,,,2015,Consolidado,Estado,Fonte de Recurso,04200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV,0.00,3500000.00,3397533.54,3397533.54,2897533.54,770000.00,0.00
912,,,2015,Consolidado,Estado,Fonte de Recurso,04300000 - Recursos do Sistema Único de Saúde - SUS,0.00,109000000.00,76182763.05,63566903.91,62702246.12,6040823.85,37113.63
913,,,2015,Consolidado,Estado,Fonte de Recurso,04350000 - Transferência do SUS,0.00,0.00,0.00,0.00,0.00,244.00,41107.55
914,,,2015,Consolidado,Estado,Fonte de Recurso,04400000 - Transferências do FNAS,0.00,2792280.48,891325.88,760005.79,760005.79,257857.43,18.00
915,,,2015,Consolidado,Estado,Fonte de Recurso,04500000 - Transferências do FNDE,0.00,8000000.00,3907032.17,3903129.78,3903129.78,1243329.71,25323.86
916,,,2015,Consolidado,Estado,Fonte de Recurso,04610000 - Fundo Financeiro - RPPS,0.00,12981056.75,12981056.75,12981056.75,12981056.75,0.00,0.00
917,,,2015,Consolidado,Estado,Fonte de Recurso,04710000 - Operações de Crédito Internas,0.00,43535524.35,43511934.13,43511934.13,43511934.13,0.00,0.00
918,,,2015,Consolidado,Estado,Fonte de Recurso,04750000 - Operações de Crédito Externas,0.00,138557404.51,75819767.89,48464330.83,48414707.93,46557373.21,23019.92
919,,,2015,Consolidado,Estado,Fonte de Recurso,04800000 - Convênios,0.00,158192404.21,90106904.79,80675504.71,77109703.79,12503999.67,1596580.33
920,,,2015,Consolidado,Estado,Fonte de Recurso,04850000 - Outras Fontes,0.00,35188364.62,16884453.59,12718384.39,12670671.99,1921480.32,789581.88
921,,,2015,Consolidado,Estado,Fonte de Recurso,04950000 - Transferências de Entidades Internacionais,0.00,4371.01,0.00,0.00,0.00,0.00,0.00
922,,,2015,Consolidado,Estado,Fonte de Recurso,04960000 - Doações de Pessoas ou Instituições Privadas Nacionais,0.00,0.00,0.00,0.00,0.00,172117.99,0.00
923,,,2015,Consolidado,Estado,Fonte de Recurso,04970000 - Programa Social de Desenvolvimento Humano,0.00,0.00,0.00,0.00,0.00,4747.54,0.00
924,,,2015,Consolidado,Estado,Fonte de Recurso,,,,,,,,
925,,,2015,Consolidado,Estado,Fonte de Recurso,Total:,15458024000.00,16432702968.97,14477492379.54,14200703299.94,13856766445.88,658091019.07,128917507.44
926,,,2015,Consolidado,Estado,Fonte de Recurso,01000000 - Recursos Ordinários,8015728000.0,8015728000.0,7677180822.99,7623928539.15,7397369998.16,144588654.23,108124617.56
927,,,2015,Consolidado,Estado,Fonte de Recurso,01150000 - Alienação de Bens,1250000.0,1250000.0,0.0,0.0,0.0,16263.38,0.0
928,,,2015,Consolidado,Estado,Fonte de Recurso,01160000 - Contribuição para o Desenvolvimento do Ensino Superior,280000000.0,280000000.0,279950061.74,275885851.29,264297040.52,12924174.12,2211534.85
929,,,2015,Consolidado,Estado,Fonte de Recurso,"01170000 - Contribuição para Infraestrutura Básica, Econômica e Social",108000000.0,108000000.0,84445092.63,63783466.83,50039221.46,41514962.71,621530.55
930,,,2015,Consolidado,Estado,Fonte de Recurso,01210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal,1744000000.0,1744000000.0,1740395006.2,1715156761.04,1704981336.78,93524427.67,1377330.33
931,,,2015,Consolidado,Estado,Fonte de Recurso,01270000 - Cotaparte da Contribuição do Salário-Educação,58000000.0,60500000.0,59285435.06,48527035.9,47415890.38,10185627.76,71057.34
932,,,2015,Consolidado,Estado,Fonte de Recurso,01300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico,10000.0,5473758.73,5464535.95,2751342.95,2751342.95,0.0,0.0
933,,,2015,Consolidado,Estado,Fonte de Recurso,01400000 - Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais,180550000.0,180550000.0,116915209.11,116652426.62,114856271.7,2763906.35,9058.12
934,,,2015,Consolidado,Estado,Fonte de Recurso,01450000 - Recursos do Royalties sobre o Petróleo,133000000.0,133000000.0,106673984.96,106526055.33,103367017.15,14630779.93,96665.97
935,,,2015,Consolidado,Estado,Fonte de Recurso,01460000 - Recursos do FUNDEB,1381000000.0,1381000000.0,1364848022.67,1364848022.67,1335407499.5,32130806.06,2933170.9
936,,,2015,Consolidado,Estado,Fonte de Recurso,01500000 - Outras Transferências de Recursos Federais,28110000.0,48381538.56,48123965.56,47509638.31,43585800.94,6179615.21,20066.0
937,,,2015,Consolidado,Estado,Fonte de Recurso,01550000 - Recursos de Transferência Financeira LC 87/96,11792000.0,11792000.0,11781251.88,11293969.16,10865306.59,314236.72,15473.82
938,,,2015,Consolidado,Estado,Fonte de Recurso,01600000 - Recursos do FTI,883000000.0,883000000.0,848311846.54,844927441.38,823170500.13,53133885.31,3971386.63
939,,,2015,Consolidado,Estado,Fonte de Recurso,01700000 - Recursos do FMPES,91000000.0,91000000.0,83259238.13,82354557.43,77377381.69,7462693.94,563403.12
940,,,2015,Consolidado,Estado,Fonte de Recurso,02010000 - Recursos Diretamente Arrecadados,216245000.0,235679898.14,182609110.18,171051541.37,169926070.82,5768083.16,121715.65
941,,,2015,Consolidado,Estado,Fonte de Recurso,02100000 - Acordos - Pepsi-Cola,1000000.0,1000000.0,0.0,0.0,0.0,1605911.0,0.0
942,,,2015,Consolidado,Estado,Fonte de Recurso,02110000 - Acordos - Recofarma,1000000.0,8861145.45,8298877.55,8136298.39,8097234.91,0.0,0.0
943,,,2015,Consolidado,Estado,Fonte de Recurso,02200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV,1000000.0,3500000.0,3202288.2,3202288.2,3202288.2,0.0,0.0
944,,,2015,Consolidado,Estado,Fonte de Recurso,02300000 - Recursos do Sistema Único de Saúde - SUS,477720000.0,510528970.56,493395736.11,442809814.05,437934701.58,40241188.59,710587.15
945,,,2015,Consolidado,Estado,Fonte de Recurso,02350000 - Transferência do SUS,0.0,0.0,0.0,0.0,0.0,882.94,16893.17
946,,,2015,Consolidado,Estado,Fonte de Recurso,02400000 - Transferências do FNAS,2100000.0,2100000.0,918680.61,678256.2,676936.2,98285.69,0.0
947,,,2015,Consolidado,Estado,Fonte de Recurso,02500000 - Transferências do FNDE,109000000.0,109000000.0,51272390.1,38563368.6,38164850.29,7633457.46,0.0
948,,,2015,Consolidado,Estado,Fonte de Recurso,02610000 - Fundo Financeiro - RPPS,378700000.0,458849273.3,458032067.87,458032067.87,458018156.56,0.0,0.0
949,,,2015,Consolidado,Estado,Fonte de Recurso,02620000 - Fundo Previdenciário - RPPS,338221000.0,338221000.0,7301131.88,7301131.88,7301131.88,904.36,0.0
950,,,2015,Consolidado,Estado,Fonte de Recurso,02710000 - Operações de Crédito Internas,427388000.0,427388000.0,36128258.46,36128258.46,36128258.46,12940543.08,10621.93
951,,,2015,Consolidado,Estado,Fonte de Recurso,02750000 - Operações de Crédito Externas,262000000.0,262000000.0,154855700.95,150130177.27,150130177.27,44976340.04,1134596.6
952,,,2015,Consolidado,Estado,Fonte de Recurso,02800000 - Convênios,264605000.0,264605000.0,59956053.22,56631618.25,55857631.35,23326815.06,272200.91
953,,,2015,Consolidado,Estado,Fonte de Recurso,02850000 - Outras Fontes,62540000.0,62540000.0,26391404.8,26128845.48,25938760.55,8845585.47,0.0
954,,,2015,Consolidado,Estado,Fonte de Recurso,02950000 - Transferências de Entidades Internacionais,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0
955,,,2015,Consolidado,Estado,Fonte de Recurso,02960000 - Doações de Pessoas ou Instituições Privadas Nacionais,1050000.0,1050000.0,7110.0,7110.0,7110.0,0.0,2337.0
956,,,2015,Consolidado,Estado,Fonte de Recurso,02970000 - Doação p/ Programa Social de Desenv Humano,0.0,1004010.39,952322.82,952322.82,952322.82,0.0,0.0
957,,,2015,Consolidado,Estado,Fonte de Recurso,03000000 - Recursos Ordinários,0.0,135812427.85,127403030.77,115052922.17,113805321.9,4320255.19,3004871.36
958,,,2015,Consolidado,Estado,Fonte de Recurso,03150000 - Alienação de Bens,0.0,736181.17,210782.93,204113.69,204113.69,9420.0,0.0
959,,,2015,Consolidado,Estado,Fonte de Recurso,03160000 - Contribuição para o Desenvolvimento do Ensino Superior,0.0,203.6,203.6,203.6,203.6,2543577.82,0.0
960,,,2015,Consolidado,Estado,Fonte de Recurso,"03170000 - Contribuição para Infraestrutura Básica, Econômica e Social",0.0,206026.67,101626.65,54786.65,54786.65,36000.0,0.0
961,,,2015,Consolidado,Estado,Fonte de Recurso,03210000 - Cotaparte do Fundo de Participação dos Estados e do Distrito Federal,0.0,7387066.62,6966680.3,6966680.3,6965167.16,1098692.09,286307.22
962,,,2015,Consolidado,Estado,Fonte de Recurso,03270000 - Cotaparte da Contribuição do Salário-Educação,0.0,1980941.1,1979672.64,1953488.64,1929291.22,33587.47,4628.59
963,,,2015,Consolidado,Estado,Fonte de Recurso,03300000 - Cotaparte da Contribuição de Intervenção do Domínio Econômico,0.0,3749058.92,3749058.92,3749058.92,3749058.92,0.0,0.0
964,,,2015,Consolidado,Estado,Fonte de Recurso,03400000 - Indenização pela Utilização de Recursos Hídricos e Exploração de Recursos Minerais,0.0,2000000.0,1976599.79,1976599.79,1976599.79,327230.04,704283.49
965,,,2015,Consolidado,Estado,Fonte de Recurso,03450000 - Recursos do Royalties sobre o Petróleo,0.0,26168960.06,24086285.14,23948634.54,23948634.54,4037616.1,11820.0
966,,,2015,Consolidado,Estado,Fonte de Recurso,03460000 - Recursos do FUNDEB,0.0,8587000.03,8586812.95,8528350.2,7894932.25,0.0,125.51
967,,,2015,Consolidado,Estado,Fonte de Recurso,03500000 - Outras Transferências de Recursos Federais,0.0,1075322.75,464544.72,410839.45,360478.8,3697586.35,6720.0
968,,,2015,Consolidado,Estado,Fonte de Recurso,03550000 - Recursos de Transferência Financeira LC 87/96,0.0,475995.2,461333.35,452192.2,375382.53,171293.51,0.0
969,,,2015,Consolidado,Estado,Fonte de Recurso,03600000 - Recursos do FTI,0.0,18899061.09,12690295.35,12531368.4,12393987.05,4524679.94,67993.46
970,,,2015,Consolidado,Estado,Fonte de Recurso,03700000 - Recursos do FMPES,0.0,1752454.7,1742506.53,1740906.53,1740906.53,0.0,0.0
971,,,2015,Consolidado,Estado,Fonte de Recurso,04010000 - Recursos Diretamente Arrecadados,0.0,80305758.6,52709175.21,48673281.81,48570858.59,2984688.6,33765.04
972,,,2015,Consolidado,Estado,Fonte de Recurso,04100000 - Acordos - Pepsi-Cola,0.0,0.0,0.0,0.0,0.0,26388.0,0.0
973,,,2015,Consolidado,Estado,Fonte de Recurso,04110000 - Acordos - Recofarma,0.0,1797509.55,725392.73,582882.32,25494.0,0.0,0.0
974,,,2015,Consolidado,Estado,Fonte de Recurso,04200000 - Transferências para Investimento em Desenvolvimento Social - AMBEV,0.0,3500000.0,3397533.54,3397533.54,2897533.54,770000.0,0.0
975,,,2015,Consolidado,Estado,Fonte de Recurso,04300000 - Recursos do Sistema Único de Saúde - SUS,0.0,109000000.0,76182763.05,63566903.91,62702246.12,6040823.85,37113.63
976,,,2015,Consolidado,Estado,Fonte de Recurso,04350000 - Transferência do SUS,0.0,0.0,0.0,0.0,0.0,244.0,41107.55
977,,,2015,Consolidado,Estado,Fonte de Recurso,04400000 - Transferências do FNAS,0.0,2792280.48,891325.88,760005.79,760005.79,257857.43,18.0
978,,,2015,Consolidado,Estado,Fonte de Recurso,04500000 - Transferências do FNDE,0.0,8000000.0,3907032.17,3903129.78,3903129.78,1243329.71,25323.86
979,,,2015,Consolidado,Estado,Fonte de Recurso,04610000 - Fundo Financeiro - RPPS,0.0,12981056.75,12981056.75,12981056.75,12981056.75,0.0,0.0
980,,,2015,Consolidado,Estado,Fonte de Recurso,04710000 - Operações de Crédito Internas,0.0,43535524.35,43511934.13,43511934.13,43511934.13,0.0,0.0
981,,,2015,Consolidado,Estado,Fonte de Recurso,04750000 - Operações de Crédito Externas,0.0,138557404.51,75819767.89,48464330.83,48414707.93,46557373.21,23019.92
982,,,2015,Consolidado,Estado,Fonte de Recurso,04800000 - Convênios,0.0,158192404.21,90106904.79,80675504.71,77109703.79,12503999.67,1596580.33
983,,,2015,Consolidado,Estado,Fonte de Recurso,04850000 - Outras Fontes,0.0,35188364.62,16884453.59,12718384.39,12670671.99,1921480.32,789581.88
984,,,2015,Consolidado,Estado,Fonte de Recurso,04950000 - Transferências de Entidades Internacionais,0.0,4371.01,0.0,0.0,0.0,0.0,0.0
985,,,2015,Consolidado,Estado,Fonte de Recurso,04960000 - Doações de Pessoas ou Instituições Privadas Nacionais,0.0,0.0,0.0,0.0,0.0,172117.99,0.0
986,,,2015,Consolidado,Estado,Fonte de Recurso,04970000 - Programa Social de Desenvolvimento Humano,0.0,0.0,0.0,0.0,0.0,4747.54,0.0
987,,,2015,Consolidado,Estado,Fonte de Recurso,Total:,15458024000.0,16432702968.97,14477492379.54,14200703299.94,13856766445.88,658091019.07,128917507.44
988,,,2014,Consolidado,Estado,Fonte de Recurso,,,,,,,,
989,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações  Data: 29/03/2019,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações  Data: 29/03/2019,2014,Consolidado,Estado,Fonte de Recurso,,,,,,,,
990,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações,Data: 29/03/2019,2014,Consolidado,Estado,Fonte de Recurso,,,,,,,,
991,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações,Data: 29/03/2019,2014,Consolidado,Estado,Fonte de Recurso,,,,,,,,
992,,,2014,Consolidado,Estado,Fonte de Recurso,,,,,,,,
