,0,1,ano,periodo,grupo,consulta,Função,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
470,,,2015,Consolidado,Estado,Função,26-Transporte,376851662.0,379807391.17,104725357.15,98521675.79,93576057.22,19300328.51,1404643.15
471,,,2015,Consolidado,Estado,Função,27-Desporto e Lazer,38683000.0,55684087.24,49676450.34,49083934.49,46550589.96,5775263.32,47424.46
472,,,2015,Consolidado,Estado,Função,28-Encargos Especiais,3182296000.0,3191869871.65,3003760351.67,3003760351.67,2984180334.97,2565503.16,0.0
473,,,2015,Consolidado,Estado,Função,99-Reserva de Contingência,800640000.0,331893823.54,0.0,0.0,0.0,0.0,0.0
474,,,2015,Consolidado,Estado,Função,Total:,15458024000.0,16432697027.1,14477492379.54,14200703299.94,13856766445.88,658091019.07,126814417.14
475,,,2014,Consolidado,Estado,Função,,,,,,,,
476,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações  Data: 29/03/2019,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações  Data: 29/03/2019,2014,Consolidado,Estado,Função,,,,,,,,
477,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações,Data: 29/03/2019,2014,Consolidado,Estado,Função,,,,,,,,
478,Principal  BGE  LDO  LOA  LRF  Municípios  Recolhimento de ISS  Repasse aos Municípios  Repartição das Receitas TributáriasTransferências da União x Rateio aos Municípios  FUNDEB  Receitas  Despesas  Convênios e Transferências  Convênios de Entrada  Execução  Convênios de Saída/ Transf. Fundo a Fundo  Execução  Licitações e Contratos  Consultas  Credores Ativos  Relação de Pagamentos  Execução Orçamentária  Destaque Orçamentário  Salários dos Servidores  Relação de Pagamentos de Diárias  Links  Portal da Transparência do Amazonas  Acesso à Informação  Outras informações  O que é o Portal?  Como utilizar  Origem dos Dados  Manual do Usuário  Glossário  Fale Conosco  Cronograma NBCASP  Histórico de Atualizações,Data: 29/03/2019,2014,Consolidado,Estado,Função,,,,,,,,
479,,,2014,Consolidado,Estado,Função,,,,,,,,
480,,,2014,Consolidado,Estado,Função,"function setup() { }  function imprimirRelatorio(tipoDownload) {  var ano = document.getElementById('anoexercicio').value;  var mes = document.getElementById('mes').value;  var mesFinal = document.getElementById('mesFinal').value;  document.execDespAnoEstadoFuncaoForm.action= ""execDespAnoEstadoFuncao.do?method=Consultar&anoexercicio=""+ano+""&mes=""+mes+""&mesFinal=""+mesFinal+""&tipoDownload=""+tipoDownload;  document.execDespAnoEstadoFuncaoForm.submit(); 	}  function showAno() {  var ano = document.getElementById(""anoexercicio"").value;  var grupo = document.getElementById(""grupo"").value;  var consulta = document.getElementById(""consulta"").value;  var mes = document.getElementById(""mes"").value;  var mesFinal = document.getElementById(""mesFinal"").value;  document.execDespAnoEstadoFuncaoForm.action=""execDespAno.do?method=Pesquisar&anoexercicio=""+ano+""&grupo=""+grupo+""&consulta=""+consulta+""&mes=""+mes+""&mesFinal=""+mesFinal;  document.execDespAnoEstadoFuncaoForm.submit(); } Despesas::Estado::Função  Ano  2014  DOWNLOAD  Lista de Funções  Função Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  14,600,472,000.00 16,696,827,175.39 15,565,294,328.96 14,933,932,330.11 14,669,891,815.30 826,779,036.43 108,735,019.22 01-Legislativa  408,459,000.00 456,928,303.50 442,373,624.40 428,322,013.30 427,855,319.25 21,450,200.52 230,359.09  02-Judiciária  520,048,000.00 528,374,983.40 510,080,958.07 510,059,558.07 510,059,189.67 2,061,179.90 14,142,029.43  03-Essencial à Justica  241,392,000.00 271,907,937.54 268,247,565.49 265,590,555.17 246,839,855.73 5,092,635.05 68,537,796.53  04-Administração  744,438,000.00 744,992,580.91 715,719,018.95 692,723,367.57 683,890,538.38 16,260,104.46 303,482.80  06-Segurança Pública  1,317,970,000.00 1,504,679,598.31 1,458,050,065.38 1,415,977,655.44 1,412,023,064.34 35,835,630.89 324,388.45  08-Assistência Social  118,900,000.00 146,639,316.82 136,450,346.44 124,395,958.57 123,726,874.48 5,132,407.44 549,674.72  09-Previdência Social  1,079,095,000.00 1,209,567,283.06 1,192,631,178.94 1,191,635,375.91 1,191,340,627.74 812,639.94 730.84  10-Saúde  2,075,986,000.00 2,719,678,603.01 2,628,231,873.23 2,545,465,691.28 2,443,559,624.04 154,077,539.98 2,439,282.89  11-Trabalho  12,578,000.00 28,578,886.38 24,177,393.96 23,387,604.69 22,829,252.40 226,261.01 103,942.38  12-Educação  2,219,905,000.00 2,467,055,899.73 2,376,870,771.32 2,188,495,004.93 2,091,510,463.42 387,847,883.90 15,075,772.43  13-Cultura  125,280,000.00 189,944,378.17 183,391,495.97 166,577,457.34 166,129,541.24 6,811,892.47 34,834.31  14-Direitos da Cidadania  189,059,000.00 413,276,105.99 363,484,346.43 345,926,282.42 343,937,942.97 9,176,772.42 903,361.65  15-Urbanismo  695,009,000.00 1,171,272,377.82 1,049,506,600.83 915,818,247.79 902,133,703.12 59,864,917.54 0.00  16-Habitação  92,797,000.00 89,622,750.94 59,584,913.02 57,681,085.41 55,798,436.92 844,673.89 373,445.76  17-Saneamento  243,997,000.00 291,719,247.88 200,743,134.63 167,346,400.88 165,012,234.84 6,865,716.94 0.00  18-Gestão Ambiental  66,802,000.00 93,470,260.46 80,162,766.99 66,349,413.19 65,580,033.18 18,556,045.25 1,317,402.85  19-Ciência e Tecnologia  120,402,000.00 125,097,291.58 97,145,723.83 95,574,913.20 94,506,373.10 1,441,980.48 481.00  20-Agricultura  103,082,000.00 220,441,264.29 201,119,293.13 192,851,153.34 191,252,489.04 10,196,884.78 1,739,485.98  21-Organização Agrária  35,173,000.00 59,273,063.27 48,058,134.64 47,986,068.41 47,788,131.88 313,041.34 42,970.15  23-Comércio e Serviços  39,844,000.00 63,355,171.51 56,502,407.24 54,314,564.75 54,142,753.11 4,540,707.90 1,631.50  24-Comunicações  81,979,000.00 83,797,624.76 75,780,750.43 72,893,986.65 72,715,941.06 2,820,848.31 0.00  25-Energia  5,000,000.00 5,000,000.00 0.00 0.00 0.00 0.00 0.00  26-Transporte  594,124,000.00 420,456,247.00 284,588,432.79 255,514,093.67 253,035,998.41 60,900,875.70 1,880,543.18  27-Desporto e Lazer  50,161,000.00 262,485,734.89 238,864,781.72 235,572,198.64 233,301,009.94 13,016,368.95 733,403.28  28-Encargos Especiais  2,931,805,000.00 2,895,052,936.26 2,873,528,751.13 2,873,473,679.49 2,870,922,417.04 2,631,827.37 0.00  99-Reserva de Contingência  487,187,000.00 234,159,327.91 0.00 0.00 0.00 0.00 0.00",,,,,,,
481,,,2014,Consolidado,Estado,Função,Despesas::Estado::Função,,,,,,,
482,,,2014,Consolidado,Estado,Função,"Ano  2014  DOWNLOAD  Lista de Funções  Função Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  14,600,472,000.00 16,696,827,175.39 15,565,294,328.96 14,933,932,330.11 14,669,891,815.30 826,779,036.43 108,735,019.22 01-Legislativa  408,459,000.00 456,928,303.50 442,373,624.40 428,322,013.30 427,855,319.25 21,450,200.52 230,359.09  02-Judiciária  520,048,000.00 528,374,983.40 510,080,958.07 510,059,558.07 510,059,189.67 2,061,179.90 14,142,029.43  03-Essencial à Justica  241,392,000.00 271,907,937.54 268,247,565.49 265,590,555.17 246,839,855.73 5,092,635.05 68,537,796.53  04-Administração  744,438,000.00 744,992,580.91 715,719,018.95 692,723,367.57 683,890,538.38 16,260,104.46 303,482.80  06-Segurança Pública  1,317,970,000.00 1,504,679,598.31 1,458,050,065.38 1,415,977,655.44 1,412,023,064.34 35,835,630.89 324,388.45  08-Assistência Social  118,900,000.00 146,639,316.82 136,450,346.44 124,395,958.57 123,726,874.48 5,132,407.44 549,674.72  09-Previdência Social  1,079,095,000.00 1,209,567,283.06 1,192,631,178.94 1,191,635,375.91 1,191,340,627.74 812,639.94 730.84  10-Saúde  2,075,986,000.00 2,719,678,603.01 2,628,231,873.23 2,545,465,691.28 2,443,559,624.04 154,077,539.98 2,439,282.89  11-Trabalho  12,578,000.00 28,578,886.38 24,177,393.96 23,387,604.69 22,829,252.40 226,261.01 103,942.38  12-Educação  2,219,905,000.00 2,467,055,899.73 2,376,870,771.32 2,188,495,004.93 2,091,510,463.42 387,847,883.90 15,075,772.43  13-Cultura  125,280,000.00 189,944,378.17 183,391,495.97 166,577,457.34 166,129,541.24 6,811,892.47 34,834.31  14-Direitos da Cidadania  189,059,000.00 413,276,105.99 363,484,346.43 345,926,282.42 343,937,942.97 9,176,772.42 903,361.65  15-Urbanismo  695,009,000.00 1,171,272,377.82 1,049,506,600.83 915,818,247.79 902,133,703.12 59,864,917.54 0.00  16-Habitação  92,797,000.00 89,622,750.94 59,584,913.02 57,681,085.41 55,798,436.92 844,673.89 373,445.76  17-Saneamento  243,997,000.00 291,719,247.88 200,743,134.63 167,346,400.88 165,012,234.84 6,865,716.94 0.00  18-Gestão Ambiental  66,802,000.00 93,470,260.46 80,162,766.99 66,349,413.19 65,580,033.18 18,556,045.25 1,317,402.85  19-Ciência e Tecnologia  120,402,000.00 125,097,291.58 97,145,723.83 95,574,913.20 94,506,373.10 1,441,980.48 481.00  20-Agricultura  103,082,000.00 220,441,264.29 201,119,293.13 192,851,153.34 191,252,489.04 10,196,884.78 1,739,485.98  21-Organização Agrária  35,173,000.00 59,273,063.27 48,058,134.64 47,986,068.41 47,788,131.88 313,041.34 42,970.15  23-Comércio e Serviços  39,844,000.00 63,355,171.51 56,502,407.24 54,314,564.75 54,142,753.11 4,540,707.90 1,631.50  24-Comunicações  81,979,000.00 83,797,624.76 75,780,750.43 72,893,986.65 72,715,941.06 2,820,848.31 0.00  25-Energia  5,000,000.00 5,000,000.00 0.00 0.00 0.00 0.00 0.00  26-Transporte  594,124,000.00 420,456,247.00 284,588,432.79 255,514,093.67 253,035,998.41 60,900,875.70 1,880,543.18  27-Desporto e Lazer  50,161,000.00 262,485,734.89 238,864,781.72 235,572,198.64 233,301,009.94 13,016,368.95 733,403.28  28-Encargos Especiais  2,931,805,000.00 2,895,052,936.26 2,873,528,751.13 2,873,473,679.49 2,870,922,417.04 2,631,827.37 0.00  99-Reserva de Contingência  487,187,000.00 234,159,327.91 0.00 0.00 0.00 0.00 0.00",,,,,,,
483,,,2014,Consolidado,Estado,Função,Função,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
484,,,2014,Consolidado,Estado,Função,Total:,14600472000.00,16696827175.39,15565294328.96,14933932330.11,14669891815.30,826779036.43,108735019.22
485,,,2014,Consolidado,Estado,Função,01-Legislativa,408459000.00,456928303.50,442373624.40,428322013.30,427855319.25,21450200.52,230359.09
486,,,2014,Consolidado,Estado,Função,02-Judiciária,520048000.00,528374983.40,510080958.07,510059558.07,510059189.67,2061179.90,14142029.43
487,,,2014,Consolidado,Estado,Função,03-Essencial à Justica,241392000.00,271907937.54,268247565.49,265590555.17,246839855.73,5092635.05,68537796.53
488,,,2014,Consolidado,Estado,Função,04-Administração,744438000.00,744992580.91,715719018.95,692723367.57,683890538.38,16260104.46,303482.80
489,,,2014,Consolidado,Estado,Função,06-Segurança Pública,1317970000.00,1504679598.31,1458050065.38,1415977655.44,1412023064.34,35835630.89,324388.45
490,,,2014,Consolidado,Estado,Função,08-Assistência Social,118900000.00,146639316.82,136450346.44,124395958.57,123726874.48,5132407.44,549674.72
491,,,2014,Consolidado,Estado,Função,09-Previdência Social,1079095000.00,1209567283.06,1192631178.94,1191635375.91,1191340627.74,812639.94,730.84
492,,,2014,Consolidado,Estado,Função,10-Saúde,2075986000.00,2719678603.01,2628231873.23,2545465691.28,2443559624.04,154077539.98,2439282.89
493,,,2014,Consolidado,Estado,Função,11-Trabalho,12578000.00,28578886.38,24177393.96,23387604.69,22829252.40,226261.01,103942.38
494,,,2014,Consolidado,Estado,Função,12-Educação,2219905000.00,2467055899.73,2376870771.32,2188495004.93,2091510463.42,387847883.90,15075772.43
495,,,2014,Consolidado,Estado,Função,13-Cultura,125280000.00,189944378.17,183391495.97,166577457.34,166129541.24,6811892.47,34834.31
496,,,2014,Consolidado,Estado,Função,14-Direitos da Cidadania,189059000.00,413276105.99,363484346.43,345926282.42,343937942.97,9176772.42,903361.65
497,,,2014,Consolidado,Estado,Função,15-Urbanismo,695009000.00,1171272377.82,1049506600.83,915818247.79,902133703.12,59864917.54,0.00
498,,,2014,Consolidado,Estado,Função,16-Habitação,92797000.00,89622750.94,59584913.02,57681085.41,55798436.92,844673.89,373445.76
499,,,2014,Consolidado,Estado,Função,17-Saneamento,243997000.00,291719247.88,200743134.63,167346400.88,165012234.84,6865716.94,0.00
500,,,2014,Consolidado,Estado,Função,18-Gestão Ambiental,66802000.00,93470260.46,80162766.99,66349413.19,65580033.18,18556045.25,1317402.85
501,,,2014,Consolidado,Estado,Função,19-Ciência e Tecnologia,120402000.00,125097291.58,97145723.83,95574913.20,94506373.10,1441980.48,481.00
502,,,2014,Consolidado,Estado,Função,20-Agricultura,103082000.00,220441264.29,201119293.13,192851153.34,191252489.04,10196884.78,1739485.98
503,,,2014,Consolidado,Estado,Função,21-Organização Agrária,35173000.00,59273063.27,48058134.64,47986068.41,47788131.88,313041.34,42970.15
504,,,2014,Consolidado,Estado,Função,23-Comércio e Serviços,39844000.00,63355171.51,56502407.24,54314564.75,54142753.11,4540707.90,1631.50
505,,,2014,Consolidado,Estado,Função,24-Comunicações,81979000.00,83797624.76,75780750.43,72893986.65,72715941.06,2820848.31,0.00
506,,,2014,Consolidado,Estado,Função,25-Energia,5000000.00,5000000.00,0.00,0.00,0.00,0.00,0.00
507,,,2014,Consolidado,Estado,Função,26-Transporte,594124000.00,420456247.00,284588432.79,255514093.67,253035998.41,60900875.70,1880543.18
508,,,2014,Consolidado,Estado,Função,27-Desporto e Lazer,50161000.00,262485734.89,238864781.72,235572198.64,233301009.94,13016368.95,733403.28
509,,,2014,Consolidado,Estado,Função,28-Encargos Especiais,2931805000.00,2895052936.26,2873528751.13,2873473679.49,2870922417.04,2631827.37,0.00
510,,,2014,Consolidado,Estado,Função,99-Reserva de Contingência,487187000.00,234159327.91,0.00,0.00,0.00,0.00,0.00
511,,,2014,Consolidado,Estado,Função,,,,,,,,
512,,,2014,Consolidado,Estado,Função,Portal da Transparência Fiscal v1.0.11,,,,,,,
513,,,2014,Consolidado,Estado,Função,Total:,14600472000.00,16696827175.39,15565294328.96,14933932330.11,14669891815.30,826779036.43,108735019.22
514,,,2014,Consolidado,Estado,Função,Despesas::Estado::Função,,,,,,,
515,,,2014,Consolidado,Estado,Função,"Ano  2014  DOWNLOAD  Lista de Funções  Função Dotação Inicial Autorizado Empenhado Liquidado Pago Pago Exercício Anterior A Pagar Exercício Anterior  Total:  14,600,472,000.00 16,696,827,175.39 15,565,294,328.96 14,933,932,330.11 14,669,891,815.30 826,779,036.43 108,735,019.22 01-Legislativa  408,459,000.00 456,928,303.50 442,373,624.40 428,322,013.30 427,855,319.25 21,450,200.52 230,359.09  02-Judiciária  520,048,000.00 528,374,983.40 510,080,958.07 510,059,558.07 510,059,189.67 2,061,179.90 14,142,029.43  03-Essencial à Justica  241,392,000.00 271,907,937.54 268,247,565.49 265,590,555.17 246,839,855.73 5,092,635.05 68,537,796.53  04-Administração  744,438,000.00 744,992,580.91 715,719,018.95 692,723,367.57 683,890,538.38 16,260,104.46 303,482.80  06-Segurança Pública  1,317,970,000.00 1,504,679,598.31 1,458,050,065.38 1,415,977,655.44 1,412,023,064.34 35,835,630.89 324,388.45  08-Assistência Social  118,900,000.00 146,639,316.82 136,450,346.44 124,395,958.57 123,726,874.48 5,132,407.44 549,674.72  09-Previdência Social  1,079,095,000.00 1,209,567,283.06 1,192,631,178.94 1,191,635,375.91 1,191,340,627.74 812,639.94 730.84  10-Saúde  2,075,986,000.00 2,719,678,603.01 2,628,231,873.23 2,545,465,691.28 2,443,559,624.04 154,077,539.98 2,439,282.89  11-Trabalho  12,578,000.00 28,578,886.38 24,177,393.96 23,387,604.69 22,829,252.40 226,261.01 103,942.38  12-Educação  2,219,905,000.00 2,467,055,899.73 2,376,870,771.32 2,188,495,004.93 2,091,510,463.42 387,847,883.90 15,075,772.43  13-Cultura  125,280,000.00 189,944,378.17 183,391,495.97 166,577,457.34 166,129,541.24 6,811,892.47 34,834.31  14-Direitos da Cidadania  189,059,000.00 413,276,105.99 363,484,346.43 345,926,282.42 343,937,942.97 9,176,772.42 903,361.65  15-Urbanismo  695,009,000.00 1,171,272,377.82 1,049,506,600.83 915,818,247.79 902,133,703.12 59,864,917.54 0.00  16-Habitação  92,797,000.00 89,622,750.94 59,584,913.02 57,681,085.41 55,798,436.92 844,673.89 373,445.76  17-Saneamento  243,997,000.00 291,719,247.88 200,743,134.63 167,346,400.88 165,012,234.84 6,865,716.94 0.00  18-Gestão Ambiental  66,802,000.00 93,470,260.46 80,162,766.99 66,349,413.19 65,580,033.18 18,556,045.25 1,317,402.85  19-Ciência e Tecnologia  120,402,000.00 125,097,291.58 97,145,723.83 95,574,913.20 94,506,373.10 1,441,980.48 481.00  20-Agricultura  103,082,000.00 220,441,264.29 201,119,293.13 192,851,153.34 191,252,489.04 10,196,884.78 1,739,485.98  21-Organização Agrária  35,173,000.00 59,273,063.27 48,058,134.64 47,986,068.41 47,788,131.88 313,041.34 42,970.15  23-Comércio e Serviços  39,844,000.00 63,355,171.51 56,502,407.24 54,314,564.75 54,142,753.11 4,540,707.90 1,631.50  24-Comunicações  81,979,000.00 83,797,624.76 75,780,750.43 72,893,986.65 72,715,941.06 2,820,848.31 0.00  25-Energia  5,000,000.00 5,000,000.00 0.00 0.00 0.00 0.00 0.00  26-Transporte  594,124,000.00 420,456,247.00 284,588,432.79 255,514,093.67 253,035,998.41 60,900,875.70 1,880,543.18  27-Desporto e Lazer  50,161,000.00 262,485,734.89 238,864,781.72 235,572,198.64 233,301,009.94 13,016,368.95 733,403.28  28-Encargos Especiais  2,931,805,000.00 2,895,052,936.26 2,873,528,751.13 2,873,473,679.49 2,870,922,417.04 2,631,827.37 0.00  99-Reserva de Contingência  487,187,000.00 234,159,327.91 0.00 0.00 0.00 0.00 0.00",,,,,,,
516,,,2014,Consolidado,Estado,Função,Função,Dotação Inicial,Autorizado,Empenhado,Liquidado,Pago,Pago Exercício Anterior,A Pagar Exercício Anterior
517,,,2014,Consolidado,Estado,Função,Total:,14600472000.00,16696827175.39,15565294328.96,14933932330.11,14669891815.30,826779036.43,108735019.22
518,,,2014,Consolidado,Estado,Função,01-Legislativa,408459000.00,456928303.50,442373624.40,428322013.30,427855319.25,21450200.52,230359.09
519,,,2014,Consolidado,Estado,Função,02-Judiciária,520048000.00,528374983.40,510080958.07,510059558.07,510059189.67,2061179.90,14142029.43
520,,,2014,Consolidado,Estado,Função,03-Essencial à Justica,241392000.00,271907937.54,268247565.49,265590555.17,246839855.73,5092635.05,68537796.53
521,,,2014,Consolidado,Estado,Função,04-Administração,744438000.00,744992580.91,715719018.95,692723367.57,683890538.38,16260104.46,303482.80
522,,,2014,Consolidado,Estado,Função,06-Segurança Pública,1317970000.00,1504679598.31,1458050065.38,1415977655.44,1412023064.34,35835630.89,324388.45
523,,,2014,Consolidado,Estado,Função,08-Assistência Social,118900000.00,146639316.82,136450346.44,124395958.57,123726874.48,5132407.44,549674.72
524,,,2014,Consolidado,Estado,Função,09-Previdência Social,1079095000.00,1209567283.06,1192631178.94,1191635375.91,1191340627.74,812639.94,730.84
525,,,2014,Consolidado,Estado,Função,10-Saúde,2075986000.00,2719678603.01,2628231873.23,2545465691.28,2443559624.04,154077539.98,2439282.89
526,,,2014,Consolidado,Estado,Função,11-Trabalho,12578000.00,28578886.38,24177393.96,23387604.69,22829252.40,226261.01,103942.38
527,,,2014,Consolidado,Estado,Função,12-Educação,2219905000.00,2467055899.73,2376870771.32,2188495004.93,2091510463.42,387847883.90,15075772.43
528,,,2014,Consolidado,Estado,Função,13-Cultura,125280000.00,189944378.17,183391495.97,166577457.34,166129541.24,6811892.47,34834.31
529,,,2014,Consolidado,Estado,Função,14-Direitos da Cidadania,189059000.00,413276105.99,363484346.43,345926282.42,343937942.97,9176772.42,903361.65
530,,,2014,Consolidado,Estado,Função,15-Urbanismo,695009000.00,1171272377.82,1049506600.83,915818247.79,902133703.12,59864917.54,0.00
531,,,2014,Consolidado,Estado,Função,16-Habitação,92797000.00,89622750.94,59584913.02,57681085.41,55798436.92,844673.89,373445.76
532,,,2014,Consolidado,Estado,Função,17-Saneamento,243997000.00,291719247.88,200743134.63,167346400.88,165012234.84,6865716.94,0.00
533,,,2014,Consolidado,Estado,Função,18-Gestão Ambiental,66802000.00,93470260.46,80162766.99,66349413.19,65580033.18,18556045.25,1317402.85
534,,,2014,Consolidado,Estado,Função,19-Ciência e Tecnologia,120402000.00,125097291.58,97145723.83,95574913.20,94506373.10,1441980.48,481.00
535,,,2014,Consolidado,Estado,Função,20-Agricultura,103082000.00,220441264.29,201119293.13,192851153.34,191252489.04,10196884.78,1739485.98
536,,,2014,Consolidado,Estado,Função,21-Organização Agrária,35173000.00,59273063.27,48058134.64,47986068.41,47788131.88,313041.34,42970.15
537,,,2014,Consolidado,Estado,Função,23-Comércio e Serviços,39844000.00,63355171.51,56502407.24,54314564.75,54142753.11,4540707.90,1631.50
538,,,2014,Consolidado,Estado,Função,24-Comunicações,81979000.00,83797624.76,75780750.43,72893986.65,72715941.06,2820848.31,0.00
539,,,2014,Consolidado,Estado,Função,25-Energia,5000000.00,5000000.00,0.00,0.00,0.00,0.00,0.00
540,,,2014,Consolidado,Estado,Função,26-Transporte,594124000.00,420456247.00,284588432.79,255514093.67,253035998.41,60900875.70,1880543.18
541,,,2014,Consolidado,Estado,Função,27-Desporto e Lazer,50161000.00,262485734.89,238864781.72,235572198.64,233301009.94,13016368.95,733403.28
542,,,2014,Consolidado,Estado,Função,28-Encargos Especiais,2931805000.00,2895052936.26,2873528751.13,2873473679.49,2870922417.04,2631827.37,0.00
543,,,2014,Consolidado,Estado,Função,99-Reserva de Contingência,487187000.00,234159327.91,0.00,0.00,0.00,0.00,0.00
544,,,2014,Consolidado,Estado,Função,,,,,,,,
545,,,2014,Consolidado,Estado,Função,Total:,14600472000.00,16696827175.39,15565294328.96,14933932330.11,14669891815.30,826779036.43,108735019.22
546,,,2014,Consolidado,Estado,Função,01-Legislativa,408459000.0,456928303.5,442373624.4,428322013.3,427855319.25,21450200.52,230359.09
547,,,2014,Consolidado,Estado,Função,02-Judiciária,520048000.0,528374983.4,510080958.07,510059558.07,510059189.67,2061179.9,14142029.43
548,,,2014,Consolidado,Estado,Função,03-Essencial à Justica,241392000.0,271907937.54,268247565.49,265590555.17,246839855.73,5092635.05,68537796.53
549,,,2014,Consolidado,Estado,Função,04-Administração,744438000.0,744992580.91,715719018.95,692723367.57,683890538.38,16260104.46,303482.8
550,,,2014,Consolidado,Estado,Função,06-Segurança Pública,1317970000.0,1504679598.31,1458050065.38,1415977655.44,1412023064.34,35835630.89,324388.45
551,,,2014,Consolidado,Estado,Função,08-Assistência Social,118900000.0,146639316.82,136450346.44,124395958.57,123726874.48,5132407.44,549674.72
552,,,2014,Consolidado,Estado,Função,09-Previdência Social,1079095000.0,1209567283.06,1192631178.94,1191635375.91,1191340627.74,812639.94,730.84
553,,,2014,Consolidado,Estado,Função,10-Saúde,2075986000.0,2719678603.01,2628231873.23,2545465691.28,2443559624.04,154077539.98,2439282.89
554,,,2014,Consolidado,Estado,Função,11-Trabalho,12578000.0,28578886.38,24177393.96,23387604.69,22829252.4,226261.01,103942.38
555,,,2014,Consolidado,Estado,Função,12-Educação,2219905000.0,2467055899.73,2376870771.32,2188495004.93,2091510463.42,387847883.9,15075772.43
556,,,2014,Consolidado,Estado,Função,13-Cultura,125280000.0,189944378.17,183391495.97,166577457.34,166129541.24,6811892.47,34834.31
557,,,2014,Consolidado,Estado,Função,14-Direitos da Cidadania,189059000.0,413276105.99,363484346.43,345926282.42,343937942.97,9176772.42,903361.65
558,,,2014,Consolidado,Estado,Função,15-Urbanismo,695009000.0,1171272377.82,1049506600.83,915818247.79,902133703.12,59864917.54,0.0
559,,,2014,Consolidado,Estado,Função,16-Habitação,92797000.0,89622750.94,59584913.02,57681085.41,55798436.92,844673.89,373445.76
560,,,2014,Consolidado,Estado,Função,17-Saneamento,243997000.0,291719247.88,200743134.63,167346400.88,165012234.84,6865716.94,0.0
561,,,2014,Consolidado,Estado,Função,18-Gestão Ambiental,66802000.0,93470260.46,80162766.99,66349413.19,65580033.18,18556045.25,1317402.85
562,,,2014,Consolidado,Estado,Função,19-Ciência e Tecnologia,120402000.0,125097291.58,97145723.83,95574913.2,94506373.1,1441980.48,481.0
563,,,2014,Consolidado,Estado,Função,20-Agricultura,103082000.0,220441264.29,201119293.13,192851153.34,191252489.04,10196884.78,1739485.98
564,,,2014,Consolidado,Estado,Função,21-Organização Agrária,35173000.0,59273063.27,48058134.64,47986068.41,47788131.88,313041.34,42970.15
565,,,2014,Consolidado,Estado,Função,23-Comércio e Serviços,39844000.0,63355171.51,56502407.24,54314564.75,54142753.11,4540707.9,1631.5
566,,,2014,Consolidado,Estado,Função,24-Comunicações,81979000.0,83797624.76,75780750.43,72893986.65,72715941.06,2820848.31,0.0
567,,,2014,Consolidado,Estado,Função,25-Energia,5000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0
568,,,2014,Consolidado,Estado,Função,26-Transporte,594124000.0,420456247.0,284588432.79,255514093.67,253035998.41,60900875.7,1880543.18
569,,,2014,Consolidado,Estado,Função,27-Desporto e Lazer,50161000.0,262485734.89,238864781.72,235572198.64,233301009.94,13016368.95,733403.28
570,,,2014,Consolidado,Estado,Função,28-Encargos Especiais,2931805000.0,2895052936.26,2873528751.13,2873473679.49,2870922417.04,2631827.37,0.0
